year	tournament	start_date	end_date	location	court_surface	prize_money	currency	masters	tournament_id
2013	nazmi-bari-cup-2013_itf_juniors0	5/13/2013	5/18/2013	TUR	Hard			0	8270
1981	palermo	9/14/1981		Italy	Clay	75000	$		8271
2001	philippines-f1-futures_itf_procircuit0	11/26/2001	12/2/2001	PHI	Hard			25	8272
2007	minsk-cup-2007_itf_juniors1	12/4/2007	12/9/2007	BLR	Hard			0	8273
2013	nazmi-bari-cup-2013_itf_juniors1	5/13/2013	5/18/2013	TUR	Hard			0	8274
2013	34-internationale-spring-bowl-2013-amstetten_itf_juniors0	5/14/2013	5/18/2013	AUT	Clay			0	8275
2007	itf-east-africa-circuit-3---kenya_itf_juniors0	12/7/2007	12/11/2007	KEN	Clay			0	8276
1995	baltic-masters_itf_procircuit0	5/6/1995	6/1/1995	FIN	Clay			25	8277
1995	baltic-masters_itf_procircuit1	5/6/1995	6/1/1995	FIN	Clay			25	8278
1995	baltic-masters_itf_procircuit2	5/6/1995	6/1/1995	FIN	Clay			25	8279
1995	poland-1-masters_itf_procircuit1	5/6/1995	6/2/1995	POL	Clay			25	8280
2007	itf-east-africa-circuit-3---kenya_itf_juniors1	12/7/2007	12/11/2007	KEN	Clay			0	8281
1995	poland-1-masters_itf_procircuit2	5/6/1995	6/2/1995	POL	Clay			25	8282
1980	santiago	11/24/1980	12/21/1980	Chile	Clay	50000	$		8283
1995	poland-1-masters_itf_procircuit3	5/6/1995	6/2/1995	POL	Clay			25	8284
1995	poland-1-masters_itf_procircuit0	5/6/1995	6/2/1995	POL	Clay			25	8285
2012	turkey-f25-futures_itf_procircuit0	6/25/2012	7/1/2012	TUR	Clay			25	8286
2007	sata-4-ep-junior-itf-tournament_itf_juniors0	12/7/2007	12/12/2007	RSA	Hard			0	8287
2014	germany-f14-futures_itf_procircuit0	9/29/2014	10/5/2014	Germany	Carpet			25	8288
2012	usa-f17-futures_itf_procircuit0	6/25/2012	7/1/2012	USA	Clay			25	8289
2007	sata-4-ep-junior-itf-tournament_itf_juniors1	12/7/2007	12/12/2007	RSA	Hard			0	8290
1991	sao-paulo_challenger	8/5/1991	8/11/1991	Brazil	Clay	25000	$	100	8291
1992	beijing_challenger	5/18/1992	5/24/1992	China	Hard	100000	$	100	8292
1992	turin_challenger	6/1/1992	6/7/1992	Italy	Clay	100000	$	100	8293
1983	lisbon	4/4/1983	5/15/1983	Portugal	Clay	250000	$		8294
2007	indian-itf-junior-tournament---mumbai_itf_juniors0	12/10/2007	12/15/2007	IND	Hard			0	8295
2012	armenia-f1-futures_itf_procircuit0	7/2/2012	7/8/2012	ARM	Clay			25	8296
1981	sawgrass	9/14/1981		USA	Clay	175000	$		8297
2002	germany-1_itf_procircuit1	1/7/2002	2/3/2002	Germany	Hard			25	8298
2014	italy-f34-futures_itf_procircuit0	9/29/2014	10/5/2014	ITA	Clay			25	8299
1980	johannesburg	11/25/1980	12/21/1980	South Africa	Clay	175000	$		8300
2002	germany-1_itf_procircuit2	1/7/2002	2/3/2002	Germany	Hard			25	8301
1993	punta-del-este_challenger	2/1/1993	2/7/1993	Uruguay	Clay	25000	$	100	8302
1982	dallas	4/20/1982		USA	Carpet	300000	$		8303
1990	brasilia_challenger	11/12/1990	11/18/1990	Brazil	Hard	75000	$	100	8304
1990	sao-paulo_challenger	11/12/1990	11/18/1990	Brazil	Clay	50000	$	100	8305
1981	san-francisco	9/21/1981		USA	Hard	175000	$		8306
1983	aix-en-provence	4/11/1983	5/15/1983	France	Clay	75000	$		8307
1991	pescara_challenger	8/12/1991	8/18/1991	Italy	Hard	50000	$	100	8308
1980	montreal	12/9/1980		Canada	Carpet				8309
1981	bordeaux	9/21/1981		France	Clay	75000	$		8310
1982	las-vegas	4/25/1982		USA	Clay	300000	$		8311
1983	los-angeles	4/11/1983	5/15/1983	USA	Hard	200000	$		8312
1981	geneva	9/21/1981		Switzerland	Clay	75000	$		8313
1980	sofia	12/15/1980	12/21/1980	Bulgaria	Carpet	75000	$		8314
1982	madrid	4/26/1982		Spain	Clay	200000	$		8315
1981	madrid	9/29/1981		Spain	Clay	75000	$		8316
1983	hilton-head	4/12/1983	5/15/1983	USA	Clay	250000	$		8317
1980	sydney	12/15/1980	12/21/1980	Australia	Hard	125000	$		8318
1981	maui	9/29/1981		USA	Hard	50000	$		8319
1982	tampa	4/26/1982		USA	Clay	75000	$		8320
1980	australian-open	12/26/1980		Australia	Hard	350000	$	2000	8321
1981	barcelona	10/5/1981		Spain	Clay	175000	$		8322
1982	hilton-head	4/27/1982		USA	Clay	300000	$		8323
1983	las-vegas	4/24/1983	5/15/1983	USA	Clay	250000	$		8324
1980	masters	1/14/1981	12/30/1980	USA	Hard	400000	$	2500	8325
1981	brisbane	10/5/1981		Australia	Hard	50000	$		8326
1982	forest-hills	5/2/1982		USA	Clay	300000	$		8327
1983	madrid	4/25/1983	5/15/1983	Spain	Clay	250000	$		8328
1981	tel-aviv	10/5/1981		Israel	Hard	75000	$		8329
1982	dusseldorf	5/3/1982		Germany	Clay	450000	$		8330
1983	tampa	4/25/1983	5/15/1983	USA	Clay	75000	$		8331
1981	basel	10/12/1981		Switzerland	Hard	75000	$		8332
1982	florence	5/10/1982		Italy	Clay	75000	$		8333
1983	dallas	4/26/1983	5/15/1983	USA	Carpet	300000	$		8334
1981	sydney	10/12/1981		Australia	Hard	175000	$		8335
1982	hamburg	5/10/1982		Germany	Clay	250000	$		8336
1983	forest-hills	5/1/1983	5/15/1983	USA	Clay	300000	$		8337
1981	melbourne	10/19/1981		Australia	Carpet	125000	$		8338
1982	rome	5/17/1982		Italy	Clay	300000	$		8339
1983	dusseldorf	5/2/1983		Germany	Clay	450000	$		8340
1981	tokyo	10/19/1981		Japan	Hard	125000	$		8341
1982	munich	5/17/1982		Germany	Clay	75000	$		8342
1983	florence	5/9/1983	5/15/1983	Italy	Clay	75000	$		8343
2013	34-internationale-spring-bowl-2013-amstetten_itf_juniors1	5/14/2013	5/18/2013	AUT	Clay			0	8344
1981	vienna	10/19/1981		Austria	Hard	125000	$		8345
2013	china-junior-8-beijing_itf_juniors0	5/14/2013	5/19/2013	CHN	Hard			0	8346
2013	china-junior-8-beijing_itf_juniors1	5/14/2013	5/19/2013	CHN	Hard			0	8347
2013	54-trofeo-bonfiglio_itf_juniors0	5/20/2013	5/26/2013	ITA	Clay			0	8348
2013	54-trofeo-bonfiglio_itf_juniors1	5/20/2013	5/26/2013	ITA	Clay			0	8349
1982	roland-garros	5/24/1982		France	Clay	450000	$	2000	8350
2013	seb-outdoor-open_itf_juniors0	5/21/2013	5/26/2013	SWE	Clay			0	8351
1995	uzbekistan-masters_itf_procircuit3	5/6/1995	6/3/1995	UZB	Clay			25	8352
2008	44th-coffee-bowl-(copa-del-cafe)_itf_juniors0	12/31/2008	1/5/2008	CRC	Hard			0	8353
2013	seb-outdoor-open_itf_juniors1	5/21/2013	5/26/2013	SWE	Clay			0	8354
1995	uzbekistan-masters_itf_procircuit0	5/6/1995	6/3/1995	UZB	Clay			25	8355
1983	hamburg	5/9/1983	5/15/1983	Germany	Clay	250000	$		8356
2008	44th-coffee-bowl-(copa-del-cafe)_itf_juniors1	12/31/2008	1/5/2008	CRC	Hard			0	8357
2013	6th-europe-tennis-centre-cup_itf_juniors0	5/21/2013	5/26/2013	HUN	Clay			0	8358
1995	uzbekistan-masters_itf_procircuit1	5/6/1995	6/3/1995	UZB	Clay			25	8359
2013	6th-europe-tennis-centre-cup_itf_juniors1	5/21/2013	5/26/2013	HUN	Clay			0	8360
2008	salk-open_itf_juniors0	1/2/2008	1/6/2008	SWE	Hard			0	8361
1995	uzbekistan-masters_itf_procircuit2	5/6/1995	6/3/1995	UZB	Clay			25	8362
2013	montenegro-open_itf_juniors0	5/22/2013	5/26/2013	MNE	Clay			0	8363
2013	montenegro-open_itf_juniors1	5/22/2013	5/26/2013	MNE	Clay			0	8364
2008	salk-open_itf_juniors1	1/2/2008	1/6/2008	SWE	Hard			0	8365
2013	it&e-northern-marianas-open-junior-championships_itf_juniors0	5/22/2013	5/26/2013	NMI	Hard			0	8366
2013	it&e-northern-marianas-open-junior-championships_itf_juniors1	5/22/2013	5/26/2013	NMI	Hard			0	8367
1981	cologne	10/26/1981		Germany	Clay	75000	$		8368
2008	traralgon-itf_itf_juniors0	1/4/2008	1/9/2008	AUS	Hard			0	8369
2005	indonesia-1-satellite_itf_procircuit1	9/12/2005	10/9/2005	INA	Hard			25	8370
2005	indonesia-1-satellite_itf_procircuit2	9/12/2005	10/9/2005	INA	Hard			25	8371
2005	indonesia-1-satellite_itf_procircuit3	9/12/2005	10/9/2005	INA	Hard			25	8372
2008	traralgon-itf_itf_juniors1	1/4/2008	1/9/2008	AUS	Hard			0	8373
2002	spain-1_itf_procircuit3	1/7/2002	2/3/2002	ESP	Clay			25	8374
2002	spain-1_itf_procircuit0	1/7/2002	2/3/2002	ESP	Clay			25	8375
2002	spain-1_itf_procircuit1	1/7/2002	2/3/2002	ESP	Clay			25	8376
2008	indian-itf-junior-tournament---chandigarh_itf_juniors0	1/7/2008	1/12/2008	IND	Hard			0	8377
2005	indonesia-1-satellite_itf_procircuit0	9/12/2005	10/9/2005	INA	Hard			25	8378
2012	canada-f3-futures_itf_procircuit0	7/2/2012	7/8/2012	CAN	Hard			25	8379
1983	rome	5/16/1983	6/5/1983	Italy	Clay	300000	$		8380
1981	paris	10/26/1981		France	Hard	50000	$		8381
2014	kazakhstan-f12-futures_itf_procircuit0	9/29/2014	10/5/2014	KAZ	Clay			25	8382
1982	venice	6/7/1982		Italy	Clay	75000	$		8383
2002	australia-1_itf_procircuit3	1/28/2002	2/24/2002	AUS	Hard			25	8384
1984	auckland	1/9/1984		New Zealand	Hard	75000	$		8385
2002	australia-1_itf_procircuit0	1/28/2002	2/24/2002	AUS	Hard			25	8386
2002	australia-1_itf_procircuit1	1/28/2002	2/24/2002	AUS	Hard			25	8387
1983	munich	5/16/1983	6/5/1983	Germany	Clay	75000	$		8388
2002	australia-1_itf_procircuit2	1/28/2002	2/24/2002	AUS	Hard			25	8389
2012	romania-f5-futures_itf_procircuit0	7/2/2012	7/8/2012	ROU	Clay			25	8390
2012	serbia-f4-futures_itf_procircuit0	7/2/2012	7/8/2012	SRB	Clay			25	8391
1981	tokyo	10/26/1981		Japan	Hard	300000	$		8392
2005	india-2_itf_procircuit3	9/19/2005	10/16/2005	IND	Hard			25	8393
2005	india-2_itf_procircuit0	9/19/2005	10/16/2005	IND	Hard			25	8394
2005	india-2_itf_procircuit1	9/19/2005	10/16/2005	IND	Hard			25	8395
2002	germany-1_itf_procircuit3	1/7/2002	2/3/2002	Germany	Hard			25	8396
1983	roland-garros	5/23/1983		France	Clay	625000	$	2000	8397
2012	spain-f19-futures_itf_procircuit0	7/2/2012	7/8/2012	ESP	Hard			25	8398
2014	portugal-f8-futures_itf_procircuit0	9/29/2014	10/5/2014	POR	Hard			25	8399
1984	philadelphia	1/23/1984	3/11/1984	USA	Hard	300000	$		8400
1981	stockholm	11/2/1981		Sweden	Hard	200000	$		8401
1982	gstaad	7/5/1982		Switzerland	Clay	100000	$		8402
2002	germany-1_itf_procircuit0	1/7/2002	2/3/2002	Germany	Hard			25	8403
1984	richmond	2/6/1984	3/11/1984	USA	Carpet	100000	$		8404
1982	newport	7/5/1982		USA	Grass	100000	$		8405
1981	hong-kong	11/2/1981		Hong Kong	Hard	75000	$		8406
1983	venice	6/6/1983	6/12/1983	Italy	Clay	75000	$		8407
1982	bastad	7/12/1982		Sweden	Clay	75000	$		8408
1984	la-quinta	2/13/1984	3/11/1984	USA	Hard	200000	$		8409
1981	quito	11/2/1981		Ecuador	Clay	75000	$		8410
1982	boston	7/12/1982		USA	Clay	200000	$		8411
1984	madrid	2/27/1984	3/11/1984	Spain	Clay	200000	$		8412
1993	vancouver_challenger	2/8/1993	2/14/1993	Canada	Hard	50000	$	100	8413
1992	furth_challenger	6/1/1992	6/7/1992	Germany	Clay	50000	$	100	8414
1982	stuttgart	7/12/1982		Germany	Grass	75000	$		8415
1984	brussels	3/5/1984	3/11/1984	Belgium	Carpet	250000	$		8416
1991	geneva_challenger	8/19/1991	8/25/1991	Switzerland	Hard	50000	$	100	8417
1990	tasmania_challenger	11/12/1990	11/18/1990	Australia	Hard	25000	$	100	8418
1984	metz	3/12/1984		France	Carpet	75000	$		8419
1982	zell-am-see	7/12/1982		Austria	Clay	300000	$		8420
1981	bangkok	11/16/1981		Thailand	Carpet	75000	$		8421
1983	gstaad	7/4/1983		Switzerland	Clay	100000	$		8422
1982	hilversum	7/19/1982		Netherlands	Clay	75000	$		8423
1984	rotterdam	3/12/1984		Netherlands	Hard	250000	$		8424
2008	indian-itf-junior-tournament---chandigarh_itf_juniors1	1/7/2008	1/12/2008	IND	Hard			0	8425
2008	wilson-itf-junior-classic-presented-by-wustenrot_itf_juniors0	1/7/2008	1/12/2008	AUT	Carpet			0	8426
2008	wilson-itf-junior-classic-presented-by-wustenrot_itf_juniors1	1/7/2008	1/12/2008	AUT	Carpet			0	8427
1999	hungary-masters_itf_procircuit0	7/19/1999	8/15/1999	HUN	Clay			25	8428
2008	nottinghill-itf_itf_juniors1	1/12/2008	1/18/2008	AUS	Hard			0	8429
1995	china-masters_itf_procircuit3	6/19/1995	7/15/1995	CHN	Hard			25	8430
1995	china-masters_itf_procircuit0	6/19/1995	7/15/1995	CHN	Hard			25	8431
2008	indian-itf-junior-tournament---gurgaon_itf_juniors0	1/14/2008	1/19/2008	IND	Hard			0	8432
1995	netherlands-masters_itf_procircuit1	6/19/1995	7/16/1995	NED	Clay			25	8433
1995	netherlands-masters_itf_procircuit2	6/19/1995	7/16/1995	NED	Clay			25	8434
1995	netherlands-masters_itf_procircuit3	6/19/1995	7/16/1995	NED	Clay			25	8435
1995	netherlands-masters_itf_procircuit0	6/19/1995	7/16/1995	NED	Clay			25	8436
2008	indian-itf-junior-tournament---gurgaon_itf_juniors1	1/14/2008	1/19/2008	IND	Hard			0	8437
1981	buenos-aires	11/16/1981		Argentina	Clay	175000	$		8438
2008	hong-kong-itf-junior-tournament_itf_juniors0	1/14/2008	1/19/2008	HKG	Hard			0	8439
1999	hungary-masters_itf_procircuit1	7/19/1999	8/15/1999	HUN	Clay			25	8440
1999	hungary-masters_itf_procircuit2	7/19/1999	8/15/1999	HUN	Clay			25	8441
1982	kitzbuhel	7/19/1982		Austria	Clay	100000	$		8442
2008	hong-kong-itf-junior-tournament_itf_juniors1	1/14/2008	1/19/2008	HKG	Hard			0	8443
2013	astrid-bowl-charleroi_itf_juniors0	5/27/2013	6/1/2013	BEL	Clay			0	8444
1999	hungary-masters_itf_procircuit3	7/19/1999	8/15/1999	HUN	Clay			25	8445
2013	astrid-bowl-charleroi_itf_juniors1	5/27/2013	6/1/2013	BEL	Clay			0	8446
2013	estonian-junior-open_itf_juniors0	5/28/2013	6/1/2013	EST	Clay			0	8447
1984	milan	3/19/1984		Italy	Carpet	350000	$		8448
1995	ukraine/belarus-masters_itf_procircuit3	7/1/1995	7/30/1995	BLR	Carpet			25	8449
2013	estonian-junior-open_itf_juniors1	5/28/2013	6/1/2013	EST	Clay			0	8450
1983	newport	7/4/1983		USA	Grass	100000	$		8451
1995	ukraine/belarus-masters_itf_procircuit0	7/1/1995	7/30/1995	BLR	Carpet			25	8452
1995	ukraine/belarus-masters_itf_procircuit1	7/1/1995	7/30/1995	BLR	Carpet			25	8453
1981	bologna	11/23/1981	1/10/1982	Italy	Clay	75000	$		8454
1995	ukraine/belarus-masters_itf_procircuit2	7/1/1995	7/30/1995	BLR	Carpet			25	8455
1982	washington	7/19/1982		USA	Hard	200000	$		8456
2005	india-2_itf_procircuit2	9/19/2005	10/16/2005	IND	Hard			25	8457
2002	france-f4-futures_itf_procircuit0	1/28/2002	2/3/2002	FRA	Clay			25	8458
1984	boca-west	3/26/1984		USA	Hard	350000	$		8459
1983	bastad	7/11/1983		Sweden	Clay	75000	$		8460
2002	united-arab-emirates-f2-futures_itf_procircuit0	1/28/2002	2/3/2002	UAE	Hard			25	8461
1982	cap-dagde	7/26/1982	9/12/1982	France	Clay	300000	$		8462
1999	mexico-1-masters_itf_procircuit3	7/24/1999	8/22/1999	MEX	Hard			25	8463
1999	mexico-1-masters_itf_procircuit0	7/24/1999	8/22/1999	MEX	Hard			25	8464
1981	johannesburg	11/23/1981	1/10/1982	South Africa	Clay	300000	$		8465
1999	mexico-1-masters_itf_procircuit1	7/24/1999	8/22/1999	MEX	Hard			25	8466
1999	mexico-1-masters_itf_procircuit2	7/24/1999	8/22/1999	MEX	Hard			25	8467
1984	bari	4/2/1984		Italy	Clay	75000	$		8468
2014	spain-f29-futures_itf_procircuit0	9/29/2014	10/5/2014	ESP	Clay			25	8469
2005	australia-f6-futures_itf_procircuit0	9/26/2005	10/2/2005	AUS	Hard			25	8470
1983	boston	7/11/1983		USA	Clay	200000	$		8471
2012	turkey-f26-futures_itf_procircuit0	7/2/2012	7/8/2012	TUR	Clay			25	8472
1982	north-conway	7/26/1982	9/12/1982	USA	Clay	200000	$		8473
2005	bolivia-f1-futures_itf_procircuit0	9/26/2005	10/2/2005	BOL	Clay			25	8474
2012	usa-f18-futures_itf_procircuit0	7/2/2012	7/8/2012	USA	Clay			25	8475
1981	manila	11/23/1981	1/10/1982	Philippines	Clay	75000	$		8476
1992	yvetot_challenger	6/8/1992	6/14/1992	France	Hard	100000	$	100	8477
2014	turkey-f34-futures_itf_procircuit0	9/29/2014	10/5/2014	TUR	Hard			25	8478
1983	stuttgart	7/11/1983		Germany	Grass	100000	$		8479
1993	mar-del-plata_challenger	2/8/1993	2/14/1993	Argentina	Clay	25000	$	100	8480
1990	bossonnens_challenger	11/26/1990	12/2/1990	Switzerland	Hard	50000	$	100	8481
1982	south-orange	7/26/1982	9/12/1982	USA	Clay	75000	$		8482
1984	houston	4/2/1984		USA	Clay	300000	$		8483
1982	columbus	8/3/1982	9/12/1982	USA	Hard	100000	$		8484
1981	santiago	11/23/1981	1/10/1982	Chile	Clay	50000	$		8485
1983	hilversum	7/18/1983		Netherlands	Clay	75000	$		8486
1984	luxembourg	4/9/1984		Luxembourg	Carpet	200000	$		8487
1981	sofia	12/14/1981	1/10/1982	Bulgaria	Carpet	50000	$		8488
1982	indianapolis	8/3/1982	9/12/1982	USA	Clay	200000	$		8489
1984	monte-carlo	4/16/1984		Monaco	Clay	325000	$		8490
1983	kitzbuhel	7/18/1983		Austria	Clay	100000	$		8491
1984	aix-en-provence	4/23/1984	6/10/1984	France	Clay	75000	$		8492
1982	toronto	8/9/1982	9/12/1982	Canada	Hard	300000	$		8493
1981	sydney	12/14/1981	1/10/1982	Australia	Hard	125000	$		8494
1983	washington	7/18/1983		USA	Hard	200000	$		8495
1984	dallas	4/24/1984	6/10/1984	USA	Carpet	500000	$		8496
1982	cleveland	8/9/1982	9/12/1982	USA	Hard	75000	$		8497
1984	forest-hills	5/6/1984	6/10/1984	USA	Clay	300000	$		8498
1983	north-conway	7/25/1983		USA	Clay	200000	$		8499
1984	florence	5/7/1984	6/10/1984	Italy	Clay	75000	$		8500
1981	australian-open	12/24/1981		Australia	Hard	400000	$	2000	8501
1984	hamburg	5/7/1984	6/10/1984	Germany	Clay	250000	$		8502
1982	la-costa	8/10/1982	9/12/1982	USA	Hard	300000	$		8503
1984	rome	5/13/1984	6/10/1984	Italy	Clay	300000	$		8504
1983	south-orange	7/25/1983		USA	Clay	75000	$		8505
1984	munich	5/14/1984	6/10/1984	Germany	Clay	75000	$		8506
1982	cincinnati	8/16/1982	9/12/1982	USA	Hard	300000	$		8507
1983	columbus	8/1/1983		USA	Hard	100000	$		8508
1981	masters	1/13/1982	1/10/1982	USA	Hard	400000	$	2500	8509
1982	stowe	8/16/1982	9/12/1982	USA	Hard	75000	$		8510
1984	dusseldorf	5/21/1984		Germany	Clay	531000	$		8511
1983	indianapolis	8/1/1983		USA	Clay	300000	$		8512
1982	us-open	8/31/1982		USA	Hard	600000	$	2000	8513
1984	roland-garros	5/28/1984		France	Clay	875000	$	2000	8514
1982	palermo	9/13/1982	10/31/1982	Italy	Clay	100000	$		8515
2013	podgorica-open-2013_itf_juniors0	5/29/2013	6/2/2013	MNE	Clay			0	8516
2013	podgorica-open-2013_itf_juniors1	5/29/2013	6/2/2013	MNE	Clay			0	8517
2008	"nicolas-machivello-almaeida-""copa-graiman""_itf_juniors1"	1/21/2008	1/27/2008	ECU	Clay			0	8518
2013	epitok-abris-cup_itf_juniors0	5/29/2013	6/2/2013	HUN	Clay			0	8519
2013	epitok-abris-cup_itf_juniors1	5/29/2013	6/2/2013	HUN	Clay			0	8520
2008	dhl-cup---20th-czech-international-junior-indoor-championships_itf_juniors0	1/21/2008	1/27/2008	CZE	Carpet			0	8521
2013	roland-garros-junior-french-championships_itf_juniors0	6/2/2013	6/8/2013	FRA	Clay			0	8522
1983	montreal	8/8/1983		Canada	Hard	300000	$		8523
2005	colombia-f5-futures_itf_procircuit0	9/26/2005	10/2/2005	COL	Clay			25	8524
2013	roland-garros-junior-french-championships_itf_juniors1	6/2/2013	6/8/2013	FRA	Clay			0	8525
1999	uruguay-f2-futures_itf_procircuit0	7/26/1999	8/1/1999	URU	Clay			25	8526
2008	dhl-cup---20th-czech-international-junior-indoor-championships_itf_juniors1	1/21/2008	1/27/2008	CZE	Carpet			0	8527
2013	head-cup_itf_juniors0	6/3/2013	6/7/2013	MDA	Clay			0	8528
1982	sawgrass	9/13/1982	10/31/1982	USA	Clay	200000	$		8529
1995	usa-4-masters_itf_procircuit0	7/7/1995	8/7/1995	USA	Hard			25	8530
2013	head-cup_itf_juniors1	6/3/2013	6/7/2013	MDA	Clay			0	8531
1995	usa-4-masters_itf_procircuit2	7/7/1995	8/7/1995	USA	Hard			25	8532
2013	itf-juniors-g3-almaty_itf_juniors0	6/3/2013	6/8/2013	KAZ	Clay			0	8533
1995	usa-4-masters_itf_procircuit3	7/7/1995	8/7/1995	USA	Hard			25	8534
2013	itf-juniors-g3-almaty_itf_juniors1	6/3/2013	6/8/2013	KAZ	Clay			0	8535
2013	copa-cariari-2013_itf_juniors0	6/3/2013	6/8/2013	CRC	Hard			0	8536
2008	auckland-18-&-under-itf-summer-championships_itf_juniors0	1/28/2008	2/2/2008	NZL	Hard			0	8537
1999	usa-f12-futures_itf_procircuit0	7/26/1999	8/1/1999	USA	Hard			25	8538
1982	san-francisco	9/20/1982	10/31/1982	USA	Hard	200000	$		8539
2008	auckland-18-&-under-itf-summer-championships_itf_juniors1	1/28/2008	2/2/2008	NZL	Hard			0	8540
1999	egypt-f1-futures_itf_procircuit0	7/26/1999	8/1/1999	EGY	Clay			25	8541
1995	colombia-masters_itf_procircuit0	7/8/1995	8/6/1995	COL	Clay			25	8542
1995	colombia-masters_itf_procircuit1	7/8/1995	8/6/1995	COL	Clay			25	8543
1995	colombia-masters_itf_procircuit2	7/8/1995	8/6/1995	COL	Clay			25	8544
2012	armenia-f2-futures_itf_procircuit0	7/9/2012	7/15/2012	ARM	Clay			25	8545
2005	spain-f26-futures_itf_procircuit0	9/26/2005	10/2/2005	ESP	Hard			25	8546
1983	cleveland	8/8/1983		USA	Hard	25000	$		8547
1999	france-f9-futures_itf_procircuit0	7/26/1999	8/1/1999	FRA	Clay			25	8548
1982	bordeaux	9/20/1982	10/31/1982	France	Clay	75000	$		8549
1991	jakarta_challenger	8/19/1991	8/25/1991	Indonesia	Hard	25000	$	100	8550
1984	gstaad	7/9/1984	7/15/1984	Switzerland	Clay	100000	$		8551
1982	geneva	9/20/1982	10/31/1982	Switzerland	Clay	75000	$		8552
1983	cincinnati	8/15/1983		USA	Hard	300000	$		8553
1984	newport	7/9/1984	7/15/1984	USA	Grass	100000	$		8554
1982	los-angeles	9/20/1982	10/31/1982	USA	Carpet	300000	$		8555
1983	stowe	8/15/1983		USA	Hard	75000	$		8556
1982	maui	9/27/1982	10/31/1982	USA	Hard	100000	$		8557
1984	bastad	7/16/1984	7/22/1984	Sweden	Clay	75000	$		8558
1982	barcelona	10/4/1982	10/31/1982	Spain	Clay	200000	$		8559
2005	france-f15-futures_itf_procircuit0	9/26/2005	10/2/2005	FRA	Hard			25	8560
1983	us-open	8/30/1983		USA	Hard	797000	$	2000	8561
1982	melbourne	10/4/1982	10/31/1982	Australia	Carpet	100000	$		8562
1984	boston	7/16/1984	7/22/1984	USA	Clay	200000	$		8563
1982	basel	10/11/1982	10/31/1982	Switzerland	Hard	100000	$		8564
1985	auckland	1/7/1985	1/13/1985	New Zealand	Hard	80000	$		8565
1983	dallas	9/12/1983	10/30/1983	USA	Hard	200000	$		8566
1984	stuttgart	7/16/1984	7/22/1984	Germany	Grass	100000	$		8567
1982	sydney	10/11/1982	10/31/1982	Australia	Hard	200000	$		8568
1985	philadelphia	1/21/1985	1/27/1985	USA	Hard	300000	$		8569
1983	palermo	9/12/1983	10/30/1983	Italy	Clay	100000	$		8570
1982	naples	10/14/1982	10/31/1982	Italy	Carpet	250000	$		8571
1984	hilversum	7/23/1984	7/29/1984	Netherlands	Clay	75000	$		8572
1982	amsterdam	10/18/1982	10/31/1982	Netherlands	Carpet	300000	$		8573
1985	delray-beach	2/4/1985	2/17/1985	USA	Hard	750000	$		8574
1983	san-francisco	9/19/1983	10/30/1983	USA	Hard	200000	$		8575
1984	kitzbuhel	7/23/1984	7/29/1984	Austria	Clay	100000	$		8576
1982	tokyo	10/18/1982	10/31/1982	Japan	Hard	125000	$		8577
1985	la-quinta	2/18/1985	2/24/1985	USA	Hard	300000	$		8578
1983	bordeaux	9/19/1983	10/30/1983	France	Clay	75000	$		8579
1982	vienna	10/18/1982	10/31/1982	Austria	Hard	100000	$		8580
1984	washington	7/23/1984	7/29/1984	USA	Hard	200000	$		8581
1982	cologne	10/25/1982	10/31/1982	Germany	Clay	75000	$		8582
1985	toronto	2/18/1985	2/24/1985	Canada	Carpet	125000	$		8583
1983	geneva	9/19/1983	10/30/1983	Switzerland	Clay	75000	$		8584
1984	livingston	7/30/1984	8/5/1984	USA	Hard	75000	$		8585
1982	paris	10/25/1982	10/31/1982	France	Hard	75000	$		8586
1985	buenos-aires	2/25/1985	3/2/1985	Argentina	Clay	80000	$		8587
1983	maui	9/25/1983	10/30/1983	USA	Hard	100000	$		8588
1984	north-conway	7/30/1984	8/5/1984	USA	Clay	200000	$		8589
1985	houston	2/25/1985	3/2/1985	USA	Carpet	300000	$		8590
1982	tokyo	10/25/1982	10/31/1982	Japan	Hard	300000	$		8591
1984	cleveland	8/6/1984	8/12/1984	USA	Hard	75000	$		8592
1983	barcelona	10/3/1983	10/30/1983	Spain	Clay	200000	$		8593
1982	stockholm	11/1/1982	11/7/1982	Sweden	Hard	250000	$		8594
1985	brussels	3/11/1985	3/17/1985	Belgium	Carpet	210000	$		8595
2005	great-britain-f13-futures_itf_procircuit0	9/26/2005	10/2/2005	GBR	Hard			25	8596
2012	canada-f4-futures_itf_procircuit0	7/9/2012	7/15/2012	CAN	Hard			25	8597
2014	australia-f7-futures_itf_procircuit0	10/6/2014	10/12/2014	AUS	Hard			25	8598
1999	germany-f9-futures_itf_procircuit0	7/26/1999	8/1/1999	Germany	Clay			25	8599
2014	france-f22-futures_itf_procircuit0	10/6/2014	10/12/2014	FRA	Hard			25	8600
1993	wolfsburg_challenger	2/8/1993	2/14/1993	Germany	Carpet			100	8601
1992	cologne_challenger	6/8/1992	6/14/1992	Germany	Clay	50000	$	100	8602
2013	copa-cariari-2013_itf_juniors1	6/3/2013	6/8/2013	CRC	Hard			0	8603
2013	china-junior-9-shiyan_itf_juniors0	6/4/2013	6/9/2013	CHN	Hard			0	8604
2013	international-grass-court-championships_itf_juniors0	6/10/2013	6/15/2013	USA	Grass			0	8605
